sample_id,snr_db,fiber_length_km,class,class_name,location_km,reflectance_db,loss_db
compound_00000,8.052038085040024,22.47286659922033,6,pc_connector,3.6109277270254045,-12.810181181736843,0.8457439210558486
compound_00000,8.052038085040024,22.47286659922033,2,bad_splice,3.6659890078910373,,1.915579567966587
compound_00001,5.281552299786718,33.74412361753246,2,bad_splice,8.837231973802336,,2.415670489960845
compound_00001,5.281552299786718,33.74412361753246,1,fiber_tapping,8.88891278292615,,0.055826048671920196
compound_00001,5.281552299786718,33.74412361753246,2,bad_splice,4.825837175663381,,1.2233673020200226
compound_00002,3.0486508884390187,21.037648679125034,7,reflector,9.599142567690816,-48.53548288001908,0.4945499788292085
compound_00002,3.0486508884390187,21.037648679125034,2,bad_splice,2.7202113490616,,1.5142482351879096
compound_00003,-1.5810683255967026,30.795416642092164,4,dirty_connector,8.32158991024107,,3.6941597176571523
compound_00003,-1.5810683255967026,30.795416642092164,4,dirty_connector,8.316435628510263,,2.892945139714176
compound_00003,-1.5810683255967026,30.795416642092164,1,fiber_tapping,15.545179314104908,,0.32855643487338515
compound_00004,10.595992737127917,8.617927890574425,2,bad_splice,3.688624265667457,,0.6784349471931055
compound_00004,10.595992737127917,8.617927890574425,6,pc_connector,3.6796687205245284,-12.380280951395578,0.5682774731799352
compound_00004,10.595992737127917,8.617927890574425,3,bending,5.352927505669637,,5.343356613693925
compound_00005,9.471839227469166,30.6010713315213,6,pc_connector,6.210128564552207,-13.78745722526803,1.19669971161584
compound_00005,9.471839227469166,30.6010713315213,3,bending,6.264204379164552,,0.6605545853754018
compound_00005,9.471839227469166,30.6010713315213,7,reflector,17.159021976073923,-46.935176002257805,0.18979300138736377
compound_00006,7.255259700913603,35.157147379900294,3,bending,19.993627151133254,,3.4574232184533504
compound_00006,7.255259700913603,35.157147379900294,1,fiber_tapping,11.160461758383914,,0.07635735851033539
compound_00007,-3.178142933018181,7.323420315006343,3,bending,1.7580459885150401,,4.271541545140914
compound_00007,-3.178142933018181,7.323420315006343,1,fiber_tapping,1.747383723442737,,0.3237273482605703
compound_00007,-3.178142933018181,7.323420315006343,6,pc_connector,5.413072703396531,-11.688559523540254,0.23587045325099917
compound_00008,12.759744587174588,25.191919894227716,2,bad_splice,6.457910512846231,,1.3217246383859091
compound_00008,12.759744587174588,25.191919894227716,4,dirty_connector,12.419684928152945,,2.4218923648034307
compound_00009,19.46595467978353,11.607208633360704,1,fiber_tapping,3.0375591827552033,,0.12213027315059187
compound_00009,19.46595467978353,11.607208633360704,2,bad_splice,2.1302972080708815,,2.2616672739024892
compound_00009,19.46595467978353,11.607208633360704,3,bending,1.8138385497027423,,2.213318037127433
compound_00010,5.568561407923205,11.981533898651744,4,dirty_connector,3.2546066250607777,,2.5030782343100793
compound_00010,5.568561407923205,11.981533898651744,2,bad_splice,5.887425473628043,,1.869186273338619
compound_00011,18.704383870058017,5.5726856057750815,6,pc_connector,0.9940087837558138,-11.40814485278561,1.4345129502074716
compound_00011,18.704383870058017,5.5726856057750815,3,bending,1.5420013031525703,,0.6304119249395008
compound_00012,19.058220557911227,37.89344319506038,3,bending,14.183212922152704,,5.365818823311027
compound_00012,19.058220557911227,37.89344319506038,4,dirty_connector,14.130729085419949,,0.8623343909006843
compound_00013,5.068515330055019,8.444318743220894,2,bad_splice,5.022047853142938,,1.0444740591755326
compound_00013,5.068515330055019,8.444318743220894,6,pc_connector,5.035353895967236,-11.06959059112938,0.5939278999565976
compound_00013,5.068515330055019,8.444318743220894,7,reflector,6.519877308639915,-46.79236370834171,0.2447929565225655
compound_00014,3.4301998303710928,21.66052818469047,7,reflector,7.058822596560772,-52.29391665444309,0.2298609650608105
compound_00014,3.4301998303710928,21.66052818469047,6,pc_connector,18.477003347633293,-11.236136000027768,0.5709054765407666
compound_00014,3.4301998303710928,21.66052818469047,4,dirty_connector,18.94473893727606,,2.891423839745425
compound_00015,1.9446090672553726,28.97912441164865,4,dirty_connector,8.159272616069547,,2.102582027296238
compound_00015,1.9446090672553726,28.97912441164865,7,reflector,8.218064420294251,-48.176845466619156,0.2985991316784941
compound_00016,2.9120793360159007,16.59644894278603,3,bending,4.0060284136764714,,3.5802210679951423
compound_00016,2.9120793360159007,16.59644894278603,7,reflector,4.0394918917013785,-53.370673668255634,0.7730005478989848
compound_00017,10.156721275923909,30.080638242615553,7,reflector,9.273297320060783,-44.408264244953926,0.18805748149329587
compound_00017,10.156721275923909,30.080638242615553,2,bad_splice,13.639043393612873,,0.8513065527866217
compound_00017,10.156721275923909,30.080638242615553,2,bad_splice,9.296976020541452,,0.5669709827260152
compound_00018,2.4749388701419335,33.01576910538522,7,reflector,9.201739655482013,-53.820245405263485,0.256542448165977
compound_00018,2.4749388701419335,33.01576910538522,2,bad_splice,19.475153083854174,,1.5464815681123936
compound_00018,2.4749388701419335,33.01576910538522,1,fiber_tapping,25.74703901563316,,0.381318160666161
compound_00019,0.9205144650114283,38.98684280707314,7,reflector,16.72740820425572,-43.14929222077946,0.4730252679690753
compound_00019,0.9205144650114283,38.98684280707314,4,dirty_connector,25.68130922157669,,2.142397004658368
compound_00020,16.44636510167296,9.211570817064995,1,fiber_tapping,4.082815100778339,,0.17746409416468456
compound_00020,16.44636510167296,9.211570817064995,1,fiber_tapping,4.0462492644394725,,0.3650686841124907
compound_00020,16.44636510167296,9.211570817064995,6,pc_connector,4.104314033542715,-13.292714752639691,1.48489252610001
compound_00021,7.331078984567458,39.275826223822705,6,pc_connector,17.348423975788684,-11.295684790847282,0.34090915881415856
compound_00021,7.331078984567458,39.275826223822705,3,bending,15.283903479511423,,5.418394079904267
compound_00021,7.331078984567458,39.275826223822705,1,fiber_tapping,17.288445369847825,,0.3359296697406945
compound_00022,17.678986574194827,24.48857389738617,3,bending,6.325412815606935,,3.7152024081305037
compound_00022,17.678986574194827,24.48857389738617,6,pc_connector,10.605688038706639,-12.745747605331461,0.5408837830209068
compound_00022,17.678986574194827,24.48857389738617,1,fiber_tapping,6.289416936193208,,0.32203061786381354
compound_00023,-1.5827625821025162,33.74736134591887,2,bad_splice,9.35305176723732,,2.2271765633882863
compound_00023,-1.5827625821025162,33.74736134591887,7,reflector,9.30320545589203,-46.662968739719474,0.9825602461035202
compound_00024,8.430938826760446,21.19308132557053,2,bad_splice,2.8599390253058514,,1.185878717316822
compound_00024,8.430938826760446,21.19308132557053,1,fiber_tapping,2.8016140055211602,,0.4533543566097424
compound_00025,14.91644396231634,9.672110842217691,1,fiber_tapping,1.2728585075554033,,0.3394761875781656
